Episode,Scores
0,-1.0
1,1.0
2,0.0
3,3.0
4,-1.0
5,-1.0
6,0.0
7,-3.0
8,1.0
9,0.0
10,2.0
11,0.0
12,-1.0
13,-1.0
14,0.0
15,1.0
16,0.0
17,0.0
18,1.0
19,0.0
20,1.0
21,0.0
22,0.0
23,2.0
24,1.0
25,2.0
26,-2.0
27,0.0
28,0.0
29,0.0
30,-1.0
31,1.0
32,1.0
33,0.0
34,-1.0
35,0.0
36,1.0
37,0.0
38,2.0
39,0.0
40,1.0
41,1.0
42,2.0
43,0.0
44,1.0
45,1.0
46,2.0
47,1.0
48,1.0
49,0.0
50,0.0
51,-1.0
52,-1.0
53,0.0
54,2.0
55,0.0
56,2.0
57,1.0
58,1.0
59,-2.0
60,1.0
61,-1.0
62,2.0
63,-1.0
64,0.0
65,0.0
66,0.0
67,1.0
68,3.0
69,2.0
70,1.0
71,2.0
72,1.0
73,1.0
74,2.0
75,2.0
76,2.0
77,0.0
78,0.0
79,0.0
80,1.0
81,1.0
82,1.0
83,0.0
84,-2.0
85,1.0
86,3.0
87,2.0
88,0.0
89,-3.0
90,2.0
91,0.0
92,2.0
93,0.0
94,2.0
95,3.0
96,2.0
97,2.0
98,4.0
99,0.0
100,2.0
101,-2.0
102,-1.0
103,3.0
104,0.0
105,2.0
106,3.0
107,2.0
108,1.0
109,2.0
110,2.0
111,-1.0
112,0.0
113,1.0
114,1.0
115,0.0
116,3.0
117,1.0
118,-4.0
119,3.0
120,1.0
121,-1.0
122,3.0
123,3.0
124,3.0
125,4.0
126,1.0
127,0.0
128,2.0
129,6.0
130,1.0
131,1.0
132,1.0
133,3.0
134,2.0
135,-1.0
136,4.0
137,4.0
138,2.0
139,3.0
140,4.0
141,0.0
142,1.0
143,3.0
144,0.0
145,2.0
146,2.0
147,1.0
148,4.0
149,0.0
150,8.0
151,2.0
152,6.0
153,4.0
154,2.0
155,2.0
156,5.0
157,6.0
158,7.0
159,5.0
160,3.0
161,4.0
162,4.0
163,6.0
164,6.0
165,3.0
166,5.0
167,7.0
168,1.0
169,7.0
170,1.0
171,3.0
172,4.0
173,4.0
174,7.0
175,5.0
176,8.0
177,3.0
178,6.0
179,6.0
180,5.0
181,1.0
182,4.0
183,2.0
184,5.0
185,4.0
186,3.0
187,6.0
188,5.0
189,5.0
190,9.0
191,6.0
192,4.0
193,2.0
194,3.0
195,4.0
196,2.0
197,0.0
198,4.0
199,9.0
200,4.0
201,3.0
202,8.0
203,1.0
204,8.0
