Episode,Scores
204,8.0
205,4.0
206,3.0
207,5.0
208,2.0
209,2.0
210,4.0
211,4.0
212,5.0
213,5.0
214,3.0
215,1.0
216,7.0
217,5.0
218,2.0
219,3.0
220,5.0
221,12.0
222,3.0
223,3.0
224,4.0
225,7.0
226,6.0
227,5.0
228,3.0
229,2.0
230,3.0
231,10.0
232,0.0
233,5.0
234,8.0
235,2.0
236,7.0
237,8.0
238,3.0
239,3.0
240,3.0
241,4.0
242,7.0
243,9.0
244,10.0
245,4.0
246,6.0
247,9.0
248,8.0
249,0.0
250,5.0
251,7.0
252,-1.0
253,7.0
254,9.0
255,11.0
256,10.0
257,7.0
258,3.0
259,12.0
260,3.0
261,3.0
262,5.0
263,9.0
264,6.0
265,5.0
266,0.0
267,4.0
268,2.0
269,7.0
270,7.0
271,7.0
272,12.0
273,9.0
274,7.0
275,16.0
276,4.0
277,10.0
278,6.0
279,6.0
280,5.0
281,2.0
282,15.0
283,3.0
284,10.0
285,9.0
286,9.0
287,9.0
288,10.0
289,8.0
290,9.0
291,1.0
292,6.0
293,3.0
294,9.0
295,8.0
296,7.0
297,3.0
298,5.0
299,8.0
300,9.0
301,9.0
302,5.0
303,7.0
304,8.0
305,3.0
306,9.0
307,11.0
308,8.0
309,9.0
310,2.0
311,4.0
312,4.0
313,3.0
314,13.0
315,8.0
316,10.0
317,6.0
318,0.0
319,8.0
320,10.0
321,4.0
322,11.0
323,8.0
324,4.0
325,8.0
326,7.0
327,10.0
328,1.0
329,5.0
330,13.0
331,15.0
332,7.0
333,10.0
334,4.0
335,11.0
336,14.0
337,10.0
338,13.0
339,11.0
340,12.0
341,7.0
342,8.0
343,7.0
344,8.0
345,5.0
346,5.0
347,13.0
348,5.0
349,18.0
350,5.0
351,11.0
352,11.0
353,10.0
354,11.0
355,7.0
356,7.0
357,15.0
358,9.0
359,14.0
360,11.0
361,5.0
362,4.0
363,4.0
364,11.0
365,9.0
366,6.0
367,11.0
368,8.0
369,5.0
370,12.0
371,10.0
372,11.0
373,9.0
374,11.0
375,2.0
376,8.0
377,12.0
378,13.0
379,5.0
380,10.0
381,10.0
382,11.0
383,8.0
384,4.0
385,13.0
386,1.0
387,0.0
388,10.0
389,10.0
390,13.0
391,7.0
392,10.0
393,7.0
394,8.0
395,8.0
396,4.0
397,3.0
398,10.0
399,11.0
400,4.0
401,10.0
402,14.0
403,10.0
404,7.0
405,5.0
406,10.0
407,11.0
408,10.0
409,15.0
410,9.0
411,16.0
412,11.0
413,6.0
414,6.0
415,15.0
416,13.0
417,5.0
418,9.0
419,11.0
420,10.0
421,6.0
422,3.0
423,9.0
424,7.0
425,3.0
426,13.0
427,2.0
428,7.0
429,7.0
430,7.0
431,11.0
432,5.0
433,6.0
434,5.0
435,8.0
436,3.0
437,10.0
438,7.0
439,11.0
440,10.0
441,10.0
442,4.0
443,6.0
444,4.0
445,6.0
446,7.0
447,9.0
448,10.0
449,7.0
450,5.0
451,13.0
452,12.0
453,7.0
454,15.0
455,13.0
456,9.0
457,13.0
458,10.0
459,10.0
460,13.0
461,11.0
462,11.0
463,7.0
464,13.0
465,13.0
466,11.0
467,9.0
468,9.0
469,11.0
470,6.0
471,6.0
472,9.0
473,6.0
474,10.0
475,10.0
476,11.0
477,10.0
478,9.0
479,18.0
480,12.0
481,12.0
482,12.0
483,16.0
484,13.0
485,10.0
486,5.0
487,11.0
488,10.0
489,13.0
490,13.0
491,9.0
492,12.0
493,13.0
494,7.0
495,12.0
496,14.0
497,7.0
498,13.0
499,10.0
500,14.0
501,13.0
502,9.0
503,11.0
504,9.0
505,7.0
506,13.0
507,17.0
508,10.0
509,13.0
510,15.0
511,9.0
512,11.0
513,13.0
514,16.0
515,12.0
516,11.0
517,13.0
518,15.0
519,7.0
520,12.0
521,6.0
522,9.0
523,16.0
524,17.0
525,9.0
526,5.0
527,13.0
528,16.0
529,9.0
530,11.0
531,13.0
532,12.0
533,12.0
534,13.0
535,11.0
536,13.0
537,9.0
538,14.0
539,14.0
540,10.0
541,10.0
542,7.0
543,15.0
544,19.0
545,13.0
546,10.0
547,16.0
548,13.0
549,5.0
550,16.0
551,13.0
552,9.0
553,13.0
554,14.0
555,13.0
556,7.0
557,11.0
558,14.0
559,9.0
560,11.0
561,13.0
562,10.0
563,9.0
564,16.0
565,9.0
566,5.0
567,12.0
568,10.0
569,11.0
570,12.0
571,12.0
572,5.0
573,16.0
574,6.0
575,16.0
576,5.0
577,11.0
578,2.0
579,18.0
580,12.0
581,14.0
582,13.0
583,15.0
584,12.0
585,3.0
586,18.0
587,12.0
588,10.0
589,9.0
590,15.0
591,14.0
592,15.0
593,14.0
594,11.0
595,10.0
596,11.0
597,10.0
598,6.0
599,10.0
600,9.0
601,8.0
602,10.0
603,10.0
604,11.0
605,10.0
606,16.0
607,13.0
608,10.0
609,5.0
610,8.0
611,12.0
612,3.0
613,15.0
614,14.0
615,15.0
616,9.0
617,12.0
618,8.0
619,8.0
620,7.0
621,16.0
622,15.0
623,9.0
624,10.0
625,8.0
626,12.0
627,5.0
628,11.0
629,12.0
630,12.0
631,13.0
632,10.0
633,9.0
634,6.0
635,13.0
636,15.0
637,13.0
638,13.0
639,16.0
640,10.0
641,14.0
642,3.0
643,19.0
644,9.0
645,6.0
646,12.0
647,14.0
648,12.0
649,11.0
650,15.0
651,15.0
652,11.0
653,13.0
654,13.0
655,4.0
656,12.0
657,4.0
658,17.0
659,10.0
660,15.0
661,13.0
662,16.0
663,15.0
664,19.0
665,10.0
666,14.0
667,13.0
668,1.0
669,7.0
670,20.0
671,17.0
672,8.0
673,11.0
674,13.0
675,13.0
676,14.0
677,10.0
678,11.0
679,6.0
680,5.0
681,10.0
682,19.0
683,0.0
684,10.0
685,9.0
686,13.0
687,11.0
688,7.0
689,15.0
690,21.0
691,11.0
692,15.0
693,16.0
694,18.0
695,16.0
696,13.0
697,8.0
698,17.0
699,11.0
700,7.0
701,13.0
702,13.0
703,9.0
704,9.0
705,16.0
706,8.0
707,7.0
708,13.0
709,9.0
710,13.0
711,16.0
712,12.0
713,10.0
714,9.0
715,13.0
716,10.0
717,10.0
718,16.0
719,16.0
720,3.0
721,9.0
722,10.0
723,6.0
724,12.0
725,6.0
726,4.0
727,18.0
728,19.0
729,17.0
730,7.0
731,5.0
732,10.0
733,11.0
734,12.0
735,13.0
736,19.0
737,8.0
738,15.0
739,9.0
740,15.0
741,8.0
742,18.0
743,14.0
744,15.0
745,18.0
746,12.0
747,20.0
748,15.0
749,12.0
750,7.0
751,10.0
752,15.0
753,15.0
754,14.0
755,8.0
756,10.0
757,12.0
758,8.0
759,18.0
760,10.0
761,7.0
762,4.0
763,13.0
764,9.0
765,6.0
766,8.0
767,12.0
768,12.0
769,19.0
770,13.0
771,8.0
772,6.0
773,6.0
774,13.0
775,16.0
776,11.0
777,14.0
778,10.0
779,6.0
780,2.0
781,13.0
782,7.0
783,10.0
784,10.0
785,12.0
786,12.0
787,11.0
788,9.0
789,15.0
790,17.0
791,5.0
792,12.0
793,5.0
794,12.0
795,6.0
796,6.0
797,6.0
798,10.0
799,9.0
